Corps de métier;Sous-métier (dépannage);Code pack;Nom du pack;Catégorie;Nb lignes
Dépannage & Interventions rapides;Chauffage / Chaudière / PAC;DEP-CHA-PACK-017;PAC Air/Eau en défaut – ECS;;8
Dépannage & Interventions rapides;Chauffage / Chaudière / PAC;DEP-CHA-PACK-018;PAC bruyante ou vibrations anormales;;8
Dépannage & Interventions rapides;Chauffage / Chaudière / PAC;DEP-CHA-PACK-019;Contrôle sécurité fumées / évacuation;;8
Dépannage & Interventions rapides;Chauffage / Chaudière / PAC;DEP-CHA-PACK-020;Contrôle complet chaudière avant devis de remplacement;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-001;Climatisation en panne totale;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-002;Clim ne produit plus de froid;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-003;Clim ne chauffe plus;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-004;Dépannage code erreur clim;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-005;Fuite d'eau sous unité intérieure;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-006;Fuite d'eau unité extérieure;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-007;Bruit anormal clim (UI);;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-008;Bruit anormal clim (UE);;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-009;Nettoyage clim – mauvaises odeurs;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-010;Clim souffle sans régulation;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-011;Panne alimentation clim;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-012;Diagnostic carte électronique clim;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-013;Givre sur unité intérieure;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-014;UE givrée en mode chauffage;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-015;VMC simple flux en panne;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-016;VMC double flux – défaut soufflage;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-017;Clim gainable – zone sans soufflage;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-018;Nettoyage bouches d'extraction / soufflage;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-019;Sécurisation support unité extérieure;;8
Dépannage & Interventions rapides;Climatisation – VMC;DEP-CLI-PACK-020;Diagnostic complet avant remplacement;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-001;Box domotique HS;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-002;Perte réseau domotique;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-003;Appareil connecté non détecté;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-004;Scénarios domotiques défaillants;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-005;Capteur ouverture / mouvement HS;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-006;Interrupteur connecté défaillant;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-007;Volet roulant automatisé bloqué;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-008;Portail automatique en panne;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-009;Alarme en défaut;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-010;Caméra Wi-Fi hors ligne;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-011;Faible débit Internet pièces éloignées;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-012;Prise RJ45 / câble défectueux;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-013;Switch ou routeur en panne;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-014;Panne réseau fibre domestique;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-015;Faible portée réseau domotique;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-016;NAS hors ligne;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-017;Surtension équipement domotique;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-018;Thermostat connecté défaillant;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-019;Problème synchronisation multimédia;;8
Dépannage & Interventions rapides;Domotique – Réseaux;DEP-DOM-PACK-020;Diagnostic système domotique complet;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-001;Diagnostic panne électrique générale;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-002;Remplacement disjoncteur divisionnaire;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-003;Remplacement différentiel;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-004;Intervention court-circuit / odeur brûlé;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-005;Prise ou interrupteur brûlé;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-006;Panne éclairage / luminaire;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-007;Remplacement luminaire;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-008;Dépannage volet roulant électrique;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-009;Remplacement moteur volet roulant;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-010;Réparation circuit prise;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-011;Ajout prise en urgence;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-012;Dépannage chauffage électrique;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-013;Remise en sécurité tableau ancien;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-014;Mise en sécurité installation;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-015;Dépannage chauffe-eau électrique;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-016;Remplacement contacteur J/N;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-017;Dépannage interphone;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-018;Remplacement ligne brûlée;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-019;Recherche de fuite électrique;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-020;Dépannage tableau complet;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-021;Court-circuit localisé;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-022;Court-circuit éclairage;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-023;Court-circuit prise murale;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-024;Court-circuit par infiltration d'eau;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-025;Déclenchement répété disjoncteur;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-026;Surtension installation;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-027;Surchauffe prise murale;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-028;Câble fondu / boîte dérivation;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-029;Odeur de brûlé électriques;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-030;Défaillance ligne dédiée électroménager;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-031;Remplacement disjoncteur;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-032;Remplacement différentiel 30mA;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-033;Peigne tableau brûlé;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-034;Déclenchement disjoncteur général EDF;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-035;Surchauffe tableau électrique;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-036;Réfection rangée tableau brûlée;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-037;Serrage complet tableau;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-038;Mise hors tension sécurisée;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-039;Condensateur tableau ancien;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-040;Reprise câblage ancien tableau;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-041;Circuit éclairage coupé;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-042;Fuite de courant luminaire;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-043;Transformateur LED grillé;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-044;Court-circuit spot SDB;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-045;Défaut terre SDB;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-046;Panne éclairage extérieur;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-047;Court-circuit va-et-vient;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-048;Boîte dérivation brûlée;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-049;Détecteur mouvement HS;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-050;Circuit cave/garage humidité;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-051;Prise fondue;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-052;Fuite courant prise extérieure;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-053;Prise arrachée;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-054;Surcharge prises cuisine;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-055;Ligne frigo HS;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-056;Multiprise / surcharge brûlée;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-057;Ligne internet / RJ45 HS;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-058;Prise triphasée HS;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-059;Court-circuit machine à laver;;8
Dépannage & Interventions rapides;Électricité;DEP-ELEC-PACK-060;Remise en sécurité installation;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-001;Détection fuite d'eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-002;Débouchage WC manuel;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-003;Débouchage WC machine électrique;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-004;Extraction objet WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-005;Fuite réservoir WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-006;Fuite WC au sol;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-007;Remplacement mécanisme WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-008;Remplacement flotteur WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-009;Réglage chasse d'eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-010;Remplacement robinet d'arrêt WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-011;Remplacement flexible WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-012;Remplacement abattant WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-013;Réparation bâti-support;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-014;Remplacement mécanisme WC encastré;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-015;Dépose / repose WC complet;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-016;Remplacement joint pipe WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-017;Refixation WC au sol;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-018;Réparation fuite raccord WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-019;Remplacement cuvette WC;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-020;Remplacement WC complet;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-021;Remplacement siphon lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-022;Débouchage siphon lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-023;Réparation fuite sous lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-024;Remplacement robinet lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-025;Remplacement cartouche mitigeur;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-026;Remplacement vidage lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-027;Nettoyage complet évacuation lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-028;Remplacement flexibles eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-029;Refixation vasque ou meuble;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-030;Remplacement trop-plein;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-031;Réparation nourrice lavabo;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-036;Débouchage receveur de douche;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-037;Remplacement bonde de douche;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-038;Remplacement siphon de douche;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-039;Réparation fuite colonne de douche;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-040;Remplacement flexible de douche;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-041;Remplacement pommeau ou barre;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-042;Remplacement mitigeur baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-043;Remplacement cartouche mitigeur baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-044;Débouchage baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-045;Remplacement vidage baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-046;Réparation fuite sous baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-047;Dépose et repose habillage baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-048;Remplacement paroi de baignoire;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-049;Remplacement colonne encastrée;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-050;Réparation fuite douche italienne;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-051;Débouchage évier cuisine;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-052;Remplacement siphon évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-053;Remplacement mitigeur évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-054;Remplacement cartouche évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-055;Réparation fuite évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-056;Déplacement alimentation évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-057;Remplacement vidage évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-058;Reprise étanchéité évier;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-059;Nettoyage colonne cuisine;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-060;Remplacement flexibles cuisine;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-061;Remplacement groupe de sécurité;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-062;Réparation fuite groupe de sécurité;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-063;Vidange chauffe-eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-064;Diagnostic chauffe-eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-065;Remplacement résistance chauffe-eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-066;Remplacement thermostat chauffe-eau;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-067;Reprise étanchéité ballon ECS;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-068;Remplacement réducteur de pression;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-069;Remplacement anti-bélier / clapet;;8
Dépannage & Interventions rapides;Plomberie;DEP-PLO-PACK-070;Reprise fuite PER / Multicouche;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-001;Ouverture de porte claquée simple;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-002;Ouverture de porte claquée de nuit ou urgent;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-003;Ouverture de porte avec clé perdue;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-004;Serrure bloquée ou poignée qui tourne à vide;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-005;Cylindre qui tourne dans le vide;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-006;Remplacement cylindre européen simple;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-007;Remplacement cylindre haute sécurité;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-008;Série de cylindres sur même clé;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-009;Réglage serrure multipoints difficile à manœuvrer;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-010;Pose ou remplacement de verrou de sûreté;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-011;Dépannage porte blindée bloquée;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-012;Sécurisation après effraction – porte d'entrée;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-013;Remplacement têtière ou gâche arrachée;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-014;Planche ou fermeture provisoire de porte;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-015;Dépannage serrure porte de cave ou local;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-016;Dépannage serrure porte de garage basculante ou sectionnelle;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-017;Réglage ou dépannage de gâches électriques;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-018;Remplacement poignée ou béquille cassée;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-019;Réglage de paumelles ou fiches dégondables;;8
Dépannage & Interventions rapides;Serrurerie;DEP-SER-PACK-020;Dépannage ou réglage ferme-porte;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-001;Bâchage d'urgence toiture;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-002;Bâchage après tempête / grand vent;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-003;Remplacement tuiles cassées;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-004;Remplacement tuiles envolées;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-005;Réparation tuile faîtière;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-006;Remplacement ardoises cassées;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-007;Réparation infiltration cheminée;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-008;Réparation solin zinc/plomb;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-009;Diagnostic infiltration toiture;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-010;Réparation fuite Vélux;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-011;Réparation bande de rive défectueuse;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-012;Réparation noue défectueuse;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-013;Réfection solins fenêtre de toit;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-014;Réparation faîtage au mortier;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-015;Réparation faîtage mécanique;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-016;Étanchéité bac acier – fuite locale;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-017;Réparation plaques polycarbonate;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-018;Sécurisation toiture après tempête;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-019;Réparation EPDM – fuite locale;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-020;Réparation étanchéité bitume;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-021;Réparation acrotère – infiltration;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-022;Débouchage évacuation toiture;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-023;Diagnostic fuite terrasse étanchée;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-024;Reprise bande périphérique étanchéité;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-025;Réparation gouttière zinc / PVC;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-026;Débouchage descente EP;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-027;Étanchéité pénétration toiture;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-028;Réparation rive arrachée;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-029;Réparation tuiles de rive ventilées;;8
Dépannage & Interventions rapides;Toiture (urgence / bâchage);DEP-TOI-PACK-030;Réparation shingle / bardeau bitume;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-001;Remplacement vitrage simple cassé;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-002;Remplacement double vitrage cassé;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-003;Fermeture provisoire après casse;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-004;Dépannage vitrine de magasin cassée;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-005;Remplacement vitrage baie coulissante;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-006;Remplacement vitrage feuilleté de sécurité;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-007;Remplacement vitrage fenêtre oscillo-battante;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-008;Réparation ou remplacement de crémone;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-009;Remplacement poignée ou ferrure de fenêtre;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-010;Réfection joints d'étanchéité vitrage;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-011;Réfection mastic vitrier;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-012;Remplacement de parcloses;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-013;Remplacement miroir mural cassé;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-014;Remplacement miroir porte de placard;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-015;Sécurisation et remplacement garde-corps vitré;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-016;Remplacement vitrage de porte intérieure;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-017;Remplacement vitrage décoratif ou cathédrale;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-018;Diagnostic double vitrage avec buée intérieure;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-019;Réglage et étanchéité menuiserie vitrée;;8
Dépannage & Interventions rapides;Vitrerie;DEP-VIT-PACK-020;Dépose de vitrage avant travaux;;8
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-001;Installation domotique complète logement;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-002;Volets roulants connectés;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-003;Thermostat connecté intelligent;CHANGEMENT;21
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-004;Éclairage connecté;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-005;Baie de brassage complète;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-006;Réseau RJ45 complet maison;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-009;Alarme maison complète;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-011;Vidéophone connecté;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-012;Contrôle d'accès immeuble;CHANGEMENT;21
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-013;Sonorisation magasin / restaurant;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-014;WiFi professionnel;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-015;Réseau TV TNT / Satellite;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-016;Installation domotique KNX complète;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-017;Extension KNX (4 à 12 zones);CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-018;Colonne montante fibre immeuble;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-019;Backbone fibre optique FTTO;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-020;Domotique Crestron / Control4 / Savant;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-021;Audio multiroom professionnel;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-022;Réseau professionnel baie 42U;CHANGEMENT;20
Électricité – Courants faibles – Domotique – Réseaux;;ELE-CFBL-PACK-023;Contrôle d'accès PRO;CHANGEMENT;20
